area,ciudad,conglomerado,vivienda,hogar,estrato4,fexp4,sel,upm,id_hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3,s101p3a,s101p3b,s101p4,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p8,s101p9a,s101p9b,s101p9c,s101p9d,s101p10,s101p111,s101p11111,s101p112,s101p11112,s101p113,s101p11113,s101p114,s101p11114,s101p115,s101p11115,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p127,s101p13,s101p141,s101p142,s101p143,s101p144,s101p151,s101p152,s101p153,s101p154,s101p155,s101p156,s101p157,s101p158,s101p159,s101p1510,s101p1511,s101p16,s101p161,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183,S12P9,S12P13,S12P16,S12P16C,P1,NACIONAL,ciudad_num,P12,P14
1,090650,008304,01,1,0912,707.380920410156,1,090650008304,090650008304011,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,6,5,0,3,3,3,3,3,3,3,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,3,1,1,1,1,1,2, ,2, ,2, ,2, ,1,15,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,5,5,5,1,1,1,1,2,1,90650,1,2
1,090650,008304,05,1,0912,707.380920410156,1,090650008304,090650008304051,1,1,1,2,2,2,6,2,2,8,8,8,1,8,0,1,12,12,0,3,8,8,5,3,3,8,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2, ,3,1,2,3,3,3,4,5,5,1,1,1,1,1,1,90650,2,2
1,090650,008304,09,1,0912,707.380920410156,1,090650008304,090650008304091,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,4,3,0,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,5,5,2,2, , , , , , , , , , ,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,3,5,5,5,1,1,1,1,2,1,90650,1,2
1,090650,008304,11,1,0912,707.380920410156,1,090650008304,090650008304111,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,5,5,0,3,3,8,5,8,8,8,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,2,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,5,4,4,1,3,4,5,1,1,1,1,2,1,90650,1,2
1,090650,008304,13,1,0912,707.380920410156,1,090650008304,090650008304131,2,1,1,2,2,2,8,2,2,8,8,8,1,6,0,1,5,5,0,3,8,8,5,3,3,3,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,3,1,1,1,2,2, , , , , , , , , , ,2,2,2,1,2,2,2,3,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,3,2,4,3,1,5,3,5,1,1,1,1,1,1,90650,1,2
1,090650,010101,01,1,0912,1010.96520996094,1,090650010101,090650010101011,1,1,1,2,2,2,6,1,1,3,3,3,1,2,0,1,5,5,0,8,3,1,5,3,3,8,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2, ,5,5,5,5,5,1,1,5,4,1,2,1,1,1,1,90650,1,2
1,090650,010101,03,1,0912,1010.96520996094,1,090650010101,090650010101031,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,5,5,0,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,3,5,4,1,1,1,1,2,1,90650,1,1
1,090650,010101,05,1,0912,1010.96520996094,1,090650010101,090650010101051,2,1,1,1,1,1,3,2,2,2,2,2,1,4,0,1,10,10,0,3,8,3,5,3,3,3,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,3,1,1,2,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,1,1,5,1,2,1,1,1,1,90650,1,2
1,090650,010101,07,1,0912,1010.96520996094,1,090650010101,090650010101071,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,6,5,0,3,3,3,3,3,3,3,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,3,1,5,5,2,2, , , , , , , , , , ,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,2,5,5,5,1,1,1,1,2,1,90650,1,2
1,090650,010101,15,1,0912,1010.96520996094,1,090650010101,090650010101151,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,10,10,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,1,3,2,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,90650,2,2
1,090650,011203,13,1,0913,654.153930664063,1,090650011203,090650011203131,1,1,1,1,1,2,6,1,1,1,2,3,1,8,0,1,12,12,0,7,7,8,5,3,1,8,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,3,1,5,5,1,1,2, ,2, ,2, ,2, ,1,180,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,5,3,5,5,5,1,4,4,4,1,1,1,1,1,1,90650,2,2
1,090650,011505,01,1,0911,863.947814941406,1,090650011505,090650011505011,2,2,2,2,2,2,3,3,3,3,3,8,1,15,6,1,5,5,0,3,3,3,8,3,8,8,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,3,5,2,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,1,5,5,5,5,1,5,5,1,2,1,1,2,1,90650,1,1
1,090650,011505,07,1,0911,863.947814941406,1,090650011505,090650011505071,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,6,6,0,3,3,3,3,3,3,3,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,3,1,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,5,5,5,1,1,5,1,1,2,1,1,2,1,90650,1,2
1,090650,011505,09,1,0911,863.947814941406,1,090650011505,090650011505091,2,2,2,2,2,2,4,4,4,4,4,4,1,3,0,1,4,4,0,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,2,2,1,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,5,4,4,4,4,4,1,2,1,1,2,1,90650,1,2
1,090650,011505,11,1,0911,863.947814941406,1,090650011505,090650011505111,2,2,2,2,2,2,4,4,4,4,4,4,1,2,0,1,4,4,0,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,4,4,4,3,3,2,1,2,1,1,2,1,90650,1,2
1,090650,011505,13,1,0911,863.947814941406,1,090650011505,090650011505131,2,2,2,2,2,2,4,4,4,4,4,4,1,2,0,1,7,7,0,4,4,4,4,4,4,4,1,3,3,3,3,3,3,3,2,2,2,2,1,2,2,3,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,5,4,4,5,3,3,3,1,2,6,4,2,1,90650,1,2
1,090650,011505,15,1,0911,863.947814941406,1,090650011505,090650011505151,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,7,7,0,3,3,3,3,3,3,8,2,1,1,1,1,2,2,2,1,1,2,3,1,1,2,3,1,2,2,2,1,2, ,2, ,2, ,2, ,1,40,2,2,2,2,1,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,4,5,5,1,1,5,4,1,2,1,1,2,1,90650,1,2
1,090750,008605,01,1,3111,1068.81311035156,1,090750008605,090750008605011,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,4,4,0,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,1,3,3,1,2, , , , , , , , , , ,1,1,2,1,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,5,5,5,2,1,4,5,1,1,1,1,2,1,90750,1,2
1,090750,008605,03,1,3111,1068.81311035156,1,090750008605,090750008605031,2,2,2,2,2,2,3,3,3,3,3,8,1,2,0,1,1,1,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,2,2,1,1,2,3,1,2,1,2,2, , , , , , , , , , ,2,2,2,1,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,1,2,4,4,2,1,90750,1,2
1,090750,008605,07,1,3111,1068.81311035156,1,090750008605,090750008605071,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,5,5,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,2,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,2,5,5,1,2,4,4,2,1,90750,1,2
1,090750,008605,11,1,3111,1068.81311035156,1,090750008605,090750008605111,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,4,4,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,1,2,2,1,2,2,3,1,2,3,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,4,2,99,5,1,3,4,4,2,1,90750,1,2
1,090750,008605,13,1,3111,1068.81311035156,1,090750008605,090750008605131,2,2,2,2,2,2,3,3,3,3,3,3,1,10,0,1,17,17,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,2,2,1,1,2,3,1,2,2,1,1,2, ,2, ,2, ,2, ,1,48,2,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,2,5,5,1,1,5,1,1,2,4,4,2,1,90750,1,2
1,090750,008902,01,1,3111,1454.7734375,1,090750008902,090750008902011,2,1,1,2,2,2,8,1,1,8,8,8,1,4,0,1,5,2,0,8,8,8,8,8,8,8,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,3,1,1,1,1,2, , , , , , , , , , ,1,2,1,2,1,2,1,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2, ,1,2,1,2,1,2,5,2,4,1,2,4,2,1,1,90750,1,1
1,090750,008902,03,1,3111,1454.7734375,1,090750008902,090750008902031,2,1,1,1,2,2,3,2,2,3,3,3,1,2,0,1,4,4,0,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,3,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,99,99,5,1,2,4,1,1,1,90750,1,2
1,090750,008902,05,1,3111,1454.7734375,1,090750008902,090750008902051,2,2,2,2,2,2,3,3,3,3,8,8,1,2,0,1,3,3,0,3,8,8,3,3,8,8,2,3,3,3,3,3,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,4,5,4,5,4,5,4,2,2,4,4,2,1,90750,1,2
1,090750,008902,07,1,3111,1454.7734375,1,090750008902,090750008902071,2,2,1,2,2,2,3,3,1,3,8,8,1,4,0,1,4,4,0,3,8,8,3,3,8,8,2,3,3,3,3,3,3,3,3,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,4,5,4,5,4,5,4,2,2,4,4,1,1,90750,1,2
1,090750,008902,09,1,3111,1454.7734375,1,090750008902,090750008902091,2,2,2,2,2,2,3,3,3,3,8,8,1,4,0,1,2,2,0,3,8,8,3,3,8,3,2,3,3,3,3,3,3,3,1,1,2,1,1,2,3,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,4,5,4,5,4,5,4,2,2,4,4,2,1,90750,1,2
1,090750,008902,11,1,3111,1454.7734375,1,090750008902,090750008902111,2,2,2,2,2,2,3,3,3,8,8,3,1,4,0,1,6,6,0,3,3,8,3,3,8,8,2,3,3,3,3,3,3,3,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,4,5,4,5,4,5,4,2,2,4,4,2,1,90750,2,2
1,090750,009502,05,1,3112,620.872253417969,1,090750009502,090750009502051,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,4,4,0,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,3,1,3,2,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,5,5,5,5,3,4,3,1,1,1,1,2,1,90750,1,2
1,090750,009502,07,1,3112,620.872253417969,1,090750009502,090750009502071,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,5,5,0,3,3,3,3,3,3,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,4,5,5,4,3,4,4,1,1,1,1,2,1,90750,1,2
1,090750,009502,09,1,3112,620.872253417969,1,090750009502,090750009502091,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,5,5,0,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,2,2,2,1,1,2, ,2, ,2, ,2, ,1,100,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,3,5,3,1,1,1,1,2,1,90750,1,2
1,090750,009502,11,1,3112,620.872253417969,1,090750009502,090750009502111,2,2,2,2,2,2,3,3,3,3,3,3,1,2,2,1,4,4,0,3,3,3,3,3,3,3,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,2,1,1,2,2,2,3,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2, ,1,3,1,1,1,3,3,3,1,1,1,1,1,2,1,90750,1,2
1,090750,009502,13,1,3112,620.872253417969,1,090750009502,090750009502131,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,3,2,0,3,3,3,3,3,3,3,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2, ,2,4,1,1,1,3,3,2,3,1,1,1,1,2,1,90750,1,2
1,090750,009502,15,1,3112,620.872253417969,1,090750009502,090750009502151,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,8,8,0,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,2,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,4,5,5,5,3,4,4,1,1,1,1,2,1,90750,2,2
1,090750,013004,01,1,3112,1834.84326171875,1,090750013004,090750013004011,2,2,1,2,2,2,3,3,2,8,8,3,1,3,3,1,2,2,0,3,3,3,3,3,8,8,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,3,1,1,1,1,1,2, ,2, ,2, ,2, ,1,300,2,1,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,5,1,1,1,1,2,1,1,90750,1,2
1,090750,013004,05,1,3112,1834.84326171875,1,090750013004,090750013004051,2,2,2,2,2,2,3,3,3,7,7,3,1,3,0,1,3,3,0,3,3,8,3,3,3,8,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,2,2,1,2, , , , , , , , , , ,1,2,1,1,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,5,4,4,1,1,1,5,1,1,1,1,2,1,90750,1,2
1,090750,015103,05,1,3112,963.292724609375,1,090750015103,090750015103051,2,2,2,2,2,2,3,3,3,3,8,3,1,8,8,1,4,4,0,3,3,3,3,3,3,8,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,1,2, ,2, ,1,100,2, ,2, ,2,2,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,5,5,5,1,4,4,4,1,2,1,1,2,1,90750,1,2
1,090750,015103,09,1,3112,963.292724609375,1,090750015103,090750015103091,2,2,2,2,2,2,3,3,3,3,3,3,1,2,2,1,4,4,0,3,3,3,3,3,8,8,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,2,5,5,1,1,5,2,1,1,1,1,2,1,90750,1,2
1,090750,015103,13,1,3112,963.292724609375,1,090750015103,090750015103131,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,9,9,0,3,3,8,3,3,3,8,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,3,5,5,1,99,5,3,1,1,1,1,2,1,90750,1,2
1,090750,017302,03,1,3112,903.0869140625,1,090750017302,090750017302031,2,1,1,1,1,1,3,3,3,3,3,3,1,2,0,1,6,6,3,3,3,3,8,3,3,3,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,3,2,1,2,1,2, , , , , , , , , , ,2,1,1,2,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,5,3,1,2,3,2,1,1,90750,1,2
1,090750,017302,05,1,3112,903.0869140625,1,090750017302,090750017302051,2,2,2,2,2,2,3,3,3,3,3,3,1,1,0,1,1,1,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,2,1,2,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,4,4,4,3,5,5,1,2,4,4,2,1,90750,1,2
1,090750,017302,13,1,3112,903.0869140625,1,090750017302,090750017302131,2,1,1,1,1,2,3,2,2,2,2,3,1,6,0,1,7,7,0,3,3,8,3,3,3,8,1,3,3,3,3,3,3,3,1,1,2,3,1,2,2,3,1,2,1,2,2, , , , , , , , , , ,2,2,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,5,3,2,2,2,1,1,5,5,1,2,4,4,1,1,90750,1,2
1,090750,017302,15,1,3112,903.0869140625,1,090750017302,090750017302151,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,3,3,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,2,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,2,1,2,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,3,3,4,1,5,5,1,2,4,4,2,1,90750,1,2
1,090750,026702,03,1,3111,769.915405273438,1,090750026702,090750026702031,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,3,3,0,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,1,2,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,2,1,2,2,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,4,5,5,1,2,4,4,2,1,90750,1,2
1,090750,026702,05,1,3111,769.915405273438,1,090750026702,090750026702051,2,2,2,2,2,2,3,3,3,8,3,3,1,6,0,1,2,2,0,3,3,8,3,3,3,8,1,3,3,3,3,3,3,3,1,2,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,1,1,1,1,1,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,1,1,1,5,1,2,4,4,2,1,90750,1,1
1,090750,026702,07,1,3111,769.915405273438,1,090750026702,090750026702071,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,8,5,0,3,3,3,3,3,3,8,2,3,3,3,3,3,3,3,1,1,2,1,1,2,2,3,1,1,1,1,1,2, ,2, ,1,25,2, ,2, ,2,1,2,1,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,4,4,5,4,4,5,4,1,2,4,4,2,1,90750,1,2
1,090750,026702,13,1,3111,769.915405273438,1,090750026702,090750026702131,2,1,1,2,2,2,3,2,2,8,8,3,1,12,12,1,7,3,0,3,3,3,3,3,8,8,1,3,3,3,3,3,3,3,1,1,2,2,2,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,1,5,5,1,1,1,5,1,2,4,4,1,1,90750,1,2
1,090750,026702,15,1,3111,769.915405273438,1,090750026702,090750026702151,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,5,5,0,3,3,7,3,3,3,8,1,3,3,3,3,3,3,3,1,1,2,2,2,2,2,3,1,2,2,2,2, , , , , , , , , , ,2,1,1,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,5,5,4,4,1,1,1,5,1,2,4,4,2,1,90750,1,2
1,090750,027004,01,1,3113,788.290466308594,1,090750027004,090750027004011,1,1,1,1,1,2,1,1,1,1,1,3,1,2,0,1,4,4,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,3,1,2,2,1,2, , , , , , , , , , ,2,2,1,1,1,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,5,5,5,2,3,3,3,1,1,1,1,1,1,90750,1,1
1,090750,027004,03,1,3113,788.290466308594,1,090750027004,090750027004031,2,2,2,2,2,1,3,3,3,3,3,2,1,8,0,1,7,7,0,3,3,3,3,3,3,3,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,3,1,1,1,1,1,2, ,2, ,2, ,2, ,1,40,2,2,1,1,2,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,1,5,1,1,1,1,1,1,1,90750,1,2
1,090750,027004,05,1,3113,788.290466308594,1,090750027004,090750027004051,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,4,4,0,8,3,3,3,3,3,3,2,2,1,2,1,2,2,2,1,1,2,1,1,1,2,3,2,2,2,1,1,2, ,1, ,2, ,2, ,2, ,1,1,1,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,4,4,1,1,1,1,2,1,90750,1,1
1,090750,027004,07,1,3113,788.290466308594,1,090750027004,090750027004071,2,2,2,2,2,2,3,3,3,3,3,8,1,4,0,1,6,6,0,3,3,8,5,8,8,8,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,5,5,5,4,5,5,4,1,1,1,1,2,1,90750,1,2
1,090750,027004,11,1,3113,788.290466308594,1,090750027004,090750027004111,2,2,1,2,2,2,3,3,2,3,3,3,1,10,0,1,15,15,10,2,3,3,3,3,3,3,2,2,1,1,1,2,2,2,1,1,2,3,1,1,2,3,1,2,2,1,1,2, ,2, ,1,40,2, ,2, ,1,1,2,1,1,1,1,5,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1,90750,1,1
1,090750,027004,13,1,3113,788.290466308594,1,090750027004,090750027004131,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,7,7,0,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,2,1,1,2,1,2, ,2, ,2, ,2, ,1,160,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2, ,5,5,5,5,5,1,5,1,5,1,1,1,1,2,1,90750,1,2
1,090750,030702,01,1,3112,963.292724609375,1,090750030702,090750030702011,2,2,2,2,2,2,3,3,3,3,3,3,1,5,0,1,6,6,0,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,3,1,5,2,2,2, , , , , , , , , , ,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,5,5,1,1,5,4,1,1,1,1,2,1,90750,1,2
1,090750,030702,05,1,3112,963.292724609375,1,090750030702,090750030702051,2,2,2,2,2,2,3,3,3,3,3,8,2, , ,1,4,4,0,3,3,3,3,3,8,8,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2, , , , , , , , , , ,1,1,2,2,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,90750,1,2
1,090750,030702,07,1,3112,963.292724609375,1,090750030702,090750030702071,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,6,6,0,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,2,2,5,5,1,1,5,2,1,1,1,1,2,1,90750,1,2
1,090750,030702,09,1,3112,963.292724609375,1,090750030702,090750030702091,2,2,2,2,2,2,3,3,3,3,3,8,2, , ,1,5,5,0,3,3,3,3,3,8,8,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,3,1,2,1,2,2, , , , , , , , , , ,2,1,2,2,2,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,3,4,4,3,4,4,4,1,1,1,1,2,1,90750,1,2
